id;availableForScheduling;category;delivery_fee;delivery_time;distance;minimumOrderValue;price_range;rating
156220;False;Italiana;3.99;24;0.4;20.0;MODERATE;4.789.030.075.073.240
156221;False;Padaria;5.49;39;2.19;10.0;CHEAP;4.503.729.820.251.460
156222;False;Mercado;9.99;51;3.94;30.0;EXPENSIVE;44.497.599.601.745.600
156223;False;Pizza;5.9;50;3.65;15.0;CHEAP;3.811.969.995.498.650
156224;False;Doces & Bolos;9.0;35;0.54;0.0;EXPENSIVE;48.987.298.011.779.700
156225;False;Brasileira;7.0;80;5.09;20.0;MODERATE;3.780.349.969.863.890
156226;False;Lanches;14.99;52;5.46;20.0;MODERATE;5.0
156227;False;Doces & Bolos;3.99;27;0.73;10.0;CHEAPEST;5.0
156228;False;Pizza;11.49;34;4.38;20.0;CHEAP;5.0
156229;False;Lanches;9.49;35;4.22;20.0;MODERATE;5.0
156230;False;Japonesa;7.0;50;2.83;0.0;MOST_EXPENSIVE;4.783.780.097.961.420
156231;False;Pizza;0.0;40;3.61;35.0;CHEAP;4.497.079.849.243.160
156232;False;Pizza;5.0;40;2.19;20.0;MODERATE;4.709.090.232.849.120
156233;False;Sorvetes;8.49;26;3.53;10.0;CHEAP;4.857.530.117.034.910
156234;False;Açaí;11.99;46;3.19;12.0;CHEAPEST;4.516.749.858.856.200
156235;False;Açaí;0.0;40;1.61;25.0;CHEAPEST;4.774.650.096.893.310
156236;False;Brasileira;14.49;34;5.03;20.0;EXPENSIVE;4.552.239.894.866.940
156237;False;Italiana;7.49;37;3.6;20.0;MODERATE;4.713.379.859.924.310
156238;False;Bebidas;6.0;35;1.23;15.0;MODERATE;44.639.201.164.245.600
156239;False;Brasileira;13.99;49;4.34;11.0;CHEAP;3.821.510.076.522.820
156240;False;Brasileira;14.99;52;5.8;10.0;CHEAP;43.641.300.201.416.000
156241;False;Salgados;5.0;60;1.61;10.0;CHEAP;4.390.480.041.503.900
156242;False;Salgados;3.99;60;0.58;10.0;CHEAP;4.800.000.190.734.860
156243;False;Salgados;13.99;49;4.16;0.0;CHEAP;4.895.830.154.418.940
156244;False;Carnes;9.49;24;4.81;20.0;CHEAP;4.742.859.840.393.060
156245;False;Brasileira;9.49;51;3.94;20.0;MODERATE;3.758.620.023.727.410
156246;False;Brasileira;5.49;25;2.22;20.0;MODERATE;4.365.079.879.760.740
156247;False;Doces & Bolos;6.49;32;3.35;10.0;CHEAP;48.241.801.261.901.800
156248;False;Padaria;9.49;30;4.84;10.0;CHEAPEST;4.718.949.794.769.280
156249;False;Brasileira;14.99;52;5.19;15.0;MODERATE;4.741.759.777.069.090
156250;False;Lanches;6.99;44;3.94;20.0;CHEAPEST;415.556.001.663.208
156251;False;Salgados;14.99;52;5.39;17.0;MODERATE;4.726.419.925.689.690
156252;False;Japonesa;9.99;42;2.7;25.0;MODERATE;4.677.420.139.312.740
156253;False;Açaí;14.49;31;6.29;10.0;CHEAP;4.750.870.227.813.720
156254;False;Açaí;5.49;30;2.83;10.0;CHEAPEST;4.710.529.804.229.730
156255;False;Doces & Bolos;12.49;25;5.57;10.0;CHEAP;4.802.720.069.885.250
156256;False;Lanches;9.0;30;2.29;0.0;MODERATE;4.5
156257;False;Salgados;8.49;32;3.99;20.0;CHEAP;4.688.069.820.404.050
156258;False;Padaria;4.49;26;1.65;10.0;CHEAP;4.785.709.857.940.670
156259;False;Mercado;7.49;48;2.3;30.0;MODERATE;484.211.015.701.294
156261;False;Pastel;5.49;38;2.59;10.0;CHEAP;47.848.100.662.231.400
156262;False;Casa de Sucos;9.49;26;4.64;10.0;CHEAPEST;4.779.660.224.914.550
156263;False;Sorvetes;6.99;35;3.55;20.0;CHEAPEST;5.0
156264;False;Lanches;5.49;33;2.1;10.0;CHEAPEST;4.729.730.129.241.940
156265;False;Vegetariana;3.99;30;0.8;10.0;CHEAPEST;4.979.169.845.581.050
156266;False;Italiana;7.49;38;3.8;20.0;CHEAPEST;4.738.460.063.934.320
156267;False;Açaí;5.49;30;2.3;10.0;CHEAPEST;4.473.680.019.378.660
156268;False;Doces & Bolos;9.0;90;9.06;20.0;CHEAPEST;0.0
156269;False;Lanches;5.0;90;6.07;10.3;CHEAPEST;0.0
156270;False;Cozinha Rápida;4.0;65;2.29;20.0;CHEAPEST;0.0
156271;False;Açaí;3.0;45;1.57;12.0;CHEAPEST;0.0
156272;False;Lanches;4.0;40;2.17;8.0;CHEAPEST;0.0
156273;False;Doces & Bolos;2.0;50;2.54;5.0;CHEAPEST;0.0
156274;False;Lanches;6.5;80;6.14;0.0;CHEAPEST;0.0
156275;False;Brasileira;3.5;80;6.38;15.0;CHEAPEST;0.0
156276;False;Hambúrguer;2.0;45;2.06;14.0;CHEAPEST;0.0
156277;False;Sorvetes;2.5;50;0.63;10.0;CHEAPEST;0.0
156278;False;Doces & Bolos;5.0;60;2.7;20.0;CHEAPEST;0.0
156279;False;Lanches;9.0;80;5.53;10.0;CHEAPEST;0.0
156280;False;Lanches;2.0;60;2.05;30.0;CHEAPEST;0.0
156281;False;Lanches;2.0;50;0.71;15.0;MODERATE;0.0
156282;False;Marmita;0.0;40;0.83;10.0;CHEAPEST;0.0
156283;False;Lanches;2.0;50;2.22;10.0;CHEAPEST;0.0
156284;False;Salgados;0.0;40;0.12;15.0;CHEAPEST;0.0
156285;False;Brasileira;3.0;70;2.57;21.9;MODERATE;0.0
156287;False;Lanches;0.0;25;0.98;0.0;CHEAPEST;0.0
156289;False;Lanches;6.0;70;7.51;7.0;CHEAPEST;0.0
156290;False;Hambúrguer;0.0;45;0.55;20.0;CHEAPEST;0.0
156291;False;Pizza;0.0;50;7.49;27.99;CHEAP;0.0
156292;False;Lanches;0.0;30;0.63;12.0;CHEAPEST;0.0
156293;False;Brasileira;0.0;40;0.26;15.0;CHEAPEST;0.0
156294;False;Doces & Bolos;3.0;50;1.36;15.0;CHEAPEST;0.0
156297;False;Açaí;2.0;50;2.07;5.0;CHEAPEST;3.400.000.095.367.430
156298;False;Doces & Bolos;3.0;50;0.83;20.0;CHEAPEST;0.0
156299;False;Lanches;1.0;50;0.69;8.0;CHEAPEST;0.0
156300;False;Salgados;0.3;78;4.03;4.0;CHEAPEST;0.0
156302;False;Brasileira;3.0;55;2.6;0.0;CHEAPEST;0.0
156303;False;Açaí;3.5;60;3.27;7.0;CHEAPEST;0.0
156304;False;Lanches;0.0;50;0.96;10.0;CHEAPEST;0.0
156305;False;Pizza;5.0;55;3.39;15.0;CHEAPEST;0.0
156306;False;Doces & Bolos;2.0;30;0.92;0.0;CHEAPEST;0.0
156307;False;Açaí;0.0;35;0.59;12.0;CHEAPEST;0.0
156308;False;Bebidas;0.0;35;0.83;10.0;CHEAPEST;0.0
156309;False;Lanches;9.0;90;8.78;28.0;CHEAPEST;0.0
156310;False;Lanches;0.0;60;2.22;10.0;CHEAPEST;0.0
156311;False;Brasileira;9.0;80;5.94;20.0;CHEAPEST;0.0
156312;False;Doces & Bolos;5.0;40;2.05;10.0;CHEAPEST;5.0
156313;False;Pizza;0.0;25;0.86;7.0;CHEAP;39.602.301.120.758.000
156314;False;Lanches;0.0;40;0.88;10.0;CHEAPEST;4.354.169.845.581.050
156315;False;Açaí;0.0;70;0.34;11.9;CHEAPEST;4.765.309.810.638.420
156316;False;Pizza;0.0;45;0.7;28.0;CHEAPEST;4.457.580.089.569.090
156317;False;Açaí;5.0;90;6.39;12.0;CHEAPEST;456.790.018.081.665
156320;False;Cozinha Rápida;3.0;40;0.92;20.0;MODERATE;4.5
156321;False;Doces & Bolos;2.0;50;1.51;0.0;CHEAPEST;486.667.013.168.335
156322;False;Marmita;15.0;90;8.04;8.99;MODERATE;1.833.330.035.209.650
156323;False;Açaí;3.0;30;2.53;10.0;CHEAPEST;4.333.330.154.418.940
156324;False;Salgados;4.0;60;3.35;10.0;CHEAPEST;39.130.399.227.142.300
156325;False;Bebidas;2.0;40;1.67;9.0;CHEAPEST;0.0
156326;False;Salgados;0.0;50;2.11;24.0;CHEAPEST;4.714.290.142.059.320
156327;False;Bebidas;4.0;50;2.69;30.0;CHEAPEST;0.0
156329;False;Doces & Bolos;0.0;60;0.6;12.0;CHEAPEST;5.0
156330;False;Doces & Bolos;2.0;70;1.81;0.0;MODERATE;5.0
156331;False;Açaí;0.0;50;0.63;0.0;CHEAPEST;5.0
156332;False;Pizza;5.0;50;2.37;20.0;CHEAPEST;0.0
156333;False;Lanches;3.0;50;2.13;12.0;CHEAPEST;0.0
156334;False;Brasileira;1.5;40;1.68;4.0;CHEAPEST;5.0
156335;False;Lanches;3.0;50;2.88;10.0;CHEAPEST;0.0
156337;False;Brasileira;0.0;35;0.77;20.0;CHEAPEST;0.0
156338;False;Pizza;3.0;55;2.32;5.0;CHEAPEST;3.875
156339;False;Lanches;2.0;40;1.32;10.0;CHEAPEST;0.0
156340;False;Lanches;2.0;50;2.44;10.0;CHEAPEST;5.0
156341;False;Doces & Bolos;2.0;40;1.96;12.0;CHEAPEST;0.0
156342;False;Doces & Bolos;3.0;45;1.66;10.0;CHEAPEST;0.0
156343;False;Brasileira;3.0;35;0.88;7.0;CHEAPEST;0.0
156344;False;Pizza;2.0;45;1.56;10.0;CHEAPEST;4.428.569.793.701.170
156345;False;Lanches;0.0;29;0.32;10.0;CHEAPEST;0.0
156347;False;Lanches;3.0;60;2.74;8.0;CHEAPEST;23.333.299.160.003.600
156348;False;Lanches;0.0;40;1.31;10.0;CHEAPEST;0.0
156349;False;Brasileira;2.0;50;0.57;15.0;CHEAPEST;0.0
156350;False;Lanches;2.0;50;2.35;24.5;CHEAPEST;0.0
156351;False;Açaí;1.0;60;0.96;15.0;CHEAPEST;0.0
156352;False;Variada;2.0;40;1.75;25.0;CHEAPEST;5.0
156353;False;Açaí;1.0;60;0.46;5.0;CHEAPEST;5.0
156354;False;Hambúrguer;2.5;45;2.44;10.0;CHEAPEST;5.0
156355;False;Brasileira;6.0;90;6.24;10.0;CHEAPEST;5.0
156357;False;Japonesa;6.0;60;2.54;10.0;MODERATE;4.954.549.789.428.710
156360;False;Salgados;0.0;39;0.86;14.0;CHEAP;49.375
156361;False;Açaí;2.0;45;1.16;10.0;CHEAPEST;4.884.620.189.666.740
156362;False;Lanches;3.0;60;2.05;20.0;CHEAP;4.882.349.967.956.540
156363;False;Carnes;0.0;50;0.72;10.0;CHEAPEST;4.875
156364;False;Lanches;0.0;40;1.07;20.0;CHEAPEST;484.211.015.701.294
156365;False;Lanches;3.0;40;2.55;5.0;CHEAPEST;4.833.330.154.418.940
156366;False;Lanches;1.0;45;1.83;0.0;CHEAPEST;4.823.530.197.143.550
156367;False;Lanches;2.0;50;1.6;15.0;CHEAPEST;4.785.709.857.940.670
156368;False;Pizza;5.0;85;5.66;15.0;CHEAPEST;4.779.660.224.914.550
156369;False;Brasileira;2.0;50;2.85;14.0;CHEAPEST;4.757.579.803.466.790
156370;False;Açaí;3.0;45;2.69;0.0;CHEAPEST;473.769.998.550.415
156371;False;Congelados;0.0;40;1.1;15.0;CHEAPEST;0.0
156372;False;Açaí;4.0;50;2.84;15.0;CHEAPEST;4.727.270.126.342.770
156373;False;Lanches;2.0;60;0.43;6.0;CHEAPEST;3.666.670.083.999.630
156374;False;Sorvetes;3.0;40;1.88;20.0;CHEAPEST;0.0
156375;False;Mercado;5.0;70;4.75;20.0;CHEAPEST;0.0
156376;False;Doces & Bolos;0.0;35;0.52;15.0;CHEAPEST;0.0
156377;False;Japonesa;2.0;60;2.74;16.0;CHEAPEST;486.667.013.168.335
156378;False;Açaí;5.0;60;3.04;15.0;CHEAPEST;0.0
156379;False;Doces & Bolos;2.0;35;1.54;0.0;CHEAPEST;5.0
156380;False;Lanches;0.0;40;0.79;0.0;CHEAPEST;0.0
156381;False;Peixes;1.0;40;1.39;18.0;CHEAPEST;5.0
156382;False;Brasileira;2.0;70;1.01;12.0;CHEAPEST;5.0
156383;False;Lanches;2.0;50;2.97;5.0;CHEAPEST;5.0
156384;False;Lanches;4.0;50;2.76;15.0;CHEAPEST;5.0
156385;False;Marmita;0.0;35;0.52;13.0;CHEAPEST;4.571.430.206.298.820
156386;False;Pizza;0.0;50;2.67;35.0;CHEAPEST;0.0
156387;False;Doces & Bolos;9.0;75;0.62;20.0;CHEAPEST;0.0
156388;False;Açaí;1.0;60;1.28;10.0;CHEAPEST;5.0
156390;False;Lanches;12.99;60;5.46;10.0;CHEAPEST;0.0
156391;False;Lanches;1.5;40;1.47;10.0;CHEAPEST;4.714.290.142.059.320
156392;False;Bebidas;0.0;40;1.51;10.0;CHEAPEST;4.705.880.165.100.090
156393;False;Pizza;2.0;60;2.03;10.0;CHEAP;4.681.419.849.395.750
156394;False;Lanches;2.0;40;1.05;10.0;CHEAPEST;4.666.669.845.581.050
156395;False;Lanches;3.0;30;2.77;20.0;CHEAPEST;4.666.669.845.581.050
156396;False;Cozinha Rápida;6.0;60;6.95;20.0;MODERATE;4.662.650.108.337.400
156397;False;Frutos Do Mar;9.0;80;7.8;35.0;CHEAPEST;4.647.059.917.449.950
156398;False;Brasileira;8.0;80;6.97;10.0;MOST_EXPENSIVE;464.178.991.317.749
156399;False;Pizza;2.0;55;2.23;13.5;CHEAPEST;4.639.339.923.858.640
156400;False;Açaí;0.0;30;0.63;10.0;CHEAPEST;4.634.920.120.239.250
156401;False;Lanches;0.0;50;0.95;20.0;CHEAPEST;4.603.310.108.184.810
156402;False;Lanches;9.0;80;6.89;10.0;CHEAP;4.560.979.843.139.640
156403;False;Pizza;1.5;45;2.05;6.0;CHEAPEST;4.538.459.777.832.030
156404;False;Pizza;5.0;45;5.7;15.0;CHEAPEST;452.400.016.784.668
156405;False;Lanches;0.0;55;0.35;15.0;CHEAPEST;4.516.849.994.659.420
156406;False;Lanches;8.0;80;5.73;15.0;CHEAP;4.508.880.138.397.210
156407;False;Pizza;5.0;45;6.12;25.0;CHEAP;4.508.669.853.210.440
156408;False;Lanches;9.0;50;6.41;15.0;CHEAPEST;4.502.260.208.129.880
156409;False;Carnes;3.0;50;0.27;15.0;MODERATE;4.5
156410;False;Pizza;0.0;45;0.27;25.0;CHEAPEST;5.0
156411;False;Lanches;0.0;60;0.72;10.0;CHEAPEST;5.0
156412;False;Lanches;4.0;60;3.4;15.0;CHEAPEST;1.0
156413;False;Açaí;2.0;35;0.93;9.0;CHEAPEST;4.666.669.845.581.050
156414;False;Açaí;1.0;40;0.14;10.0;CHEAPEST;3.799.999.952.316.280
156415;False;Portuguesa;3.0;50;2.98;10.0;CHEAPEST;5.0
156416;False;Açaí;0.0;40;1.3;10.0;CHEAPEST;0.0
156417;False;Lanches;9.0;80;6.44;10.0;CHEAPEST;0.0
156418;False;Lanches;2.0;60;1.33;10.0;CHEAPEST;0.0
156419;False;Pizza;2.0;50;2.02;15.0;CHEAPEST;4.5
156420;False;Bebidas;9.0;60;6.99;14.0;CHEAPEST;5.0
156421;False;Bebidas;9.0;30;6.99;15.0;CHEAPEST;5.0
156422;False;Lanches;2.0;50;0.9;12.0;CHEAPEST;39.894.700.050.354
156423;False;Brasileira;2.0;45;0.38;15.0;CHEAPEST;3.966.670.036.315.910
156424;False;Lanches;2.0;45;1.85;10.0;CHEAPEST;39.130.399.227.142.300
156425;False;Lanches;2.5;60;1.6;17.0;CHEAPEST;3.882.349.967.956.540
156427;False;Pizza;3.0;60;2.21;20.0;MODERATE;3.666.670.083.999.630
156428;False;Pizza;2.0;75;2.28;20.0;CHEAPEST;3.517.240.047.454.830
156429;False;Pizza;4.0;50;2.86;20.0;CHEAPEST;35.166.699.886.322.000
156430;False;Frangos;0.0;40;1.13;6.0;CHEAPEST;4.5
156432;False;Pizza;5.0;45;7.76;27.0;CHEAP;4.492.959.976.196.280
156433;False;Marmita;0.0;40;0.7;11.99;CHEAPEST;4.478.869.915.008.540
156434;False;Marmita;0.0;50;1.03;12.0;CHEAPEST;4.470.590.114.593.500
156435;False;Pizza;5.0;45;5.97;27.0;CHEAP;446.875
156436;False;Lanches;2.0;50;1.96;15.0;CHEAPEST;4.444.439.888.000.480
156437;False;Bebidas;2.0;45;1.64;25.0;CHEAP;4.444.439.888.000.480
156438;False;Açaí;2.0;50;0.9;12.0;CHEAPEST;442.519.998.550.415
156440;False;Pizza;0.0;50;1.26;0.0;CHEAP;4.400.000.095.367.430
156441;False;Japonesa;4.0;50;2.71;10.0;MODERATE;4.388.889.789.581.290
156442;False;Lanches;2.0;60;0.86;0.0;CHEAPEST;4.355.559.825.897.210
156443;False;Lanches;3.0;60;2.12;30.0;CHEAPEST;4.352.940.082.550.040
156444;False;Marmita;0.0;40;1.53;0.0;CHEAPEST;4.336.840.152.740.470
156445;False;Pizza;2.0;90;2.41;0.0;MODERATE;4.333.330.154.418.940
156446;False;Lanches;2.5;50;1.18;12.0;CHEAPEST;43.181.800.842.285.100
156447;False;Pizza;0.0;50;2.22;13.0;CHEAPEST;43.181.800.842.285.100
156448;False;Carnes;2.0;60;0.28;10.0;CHEAP;4.245.279.788.970.940
156449;False;Lanches;2.5;60;2.59;10.0;CHEAPEST;3.333.329.916.000.360
156450;False;Pizza;5.5;50;2.09;0.0;CHEAPEST;3.0
156451;False;Lanches;0.0;60;6.16;10.0;CHEAPEST;3.0
156452;False;Lanches;1.5;60;1.56;10.0;CHEAPEST;2.799.999.952.316.280
156453;False;Açaí;0.0;60;1.06;10.0;CHEAPEST;1.0
156454;False;Pizza;3.0;45;7.76;20.0;CHEAP;0.0
156456;False;Variada;7.0;45;7.93;10.0;MOST_EXPENSIVE;0.0
156458;False;Lanches;3.0;25;1.81;10.0;CHEAPEST;0.0
156459;False;Lanches;3.0;40;1.96;0.0;CHEAPEST;0.0
156460;False;Lanches;5.0;45;2.51;0.0;CHEAPEST;0.0
156461;False;Lanches;2.0;30;0.88;9.0;CHEAPEST;0.0
156462;False;Lanches;0.0;30;0.75;0.0;CHEAPEST;0.0
156463;False;Lanches;2.0;60;0.25;10.0;CHEAPEST;0.0
156465;False;Lanches;3.0;60;2.66;15.0;CHEAPEST;0.0
156466;False;Lanches;0.0;40;2.4;7.0;EXPENSIVE;0.0
156467;False;Lanches;0.0;25;0.5;0.0;CHEAPEST;0.0
156468;False;Açaí;1.0;60;1.31;10.0;CHEAPEST;4.199.999.809.265.130
156469;False;Brasileira;0.0;45;0.5;12.0;CHEAPEST;415.093.994.140.625
156470;False;Marmita;0.0;30;0.71;12.0;CHEAPEST;4.145.830.154.418.940
156472;False;Açaí;2.0;60;2.41;18.0;CHEAPEST;4.057.139.873.504.630
156474;False;Hambúrguer;0.0;40;2.28;10.0;CHEAPEST;4.022.729.873.657.220
156475;False;Cozinha Rápida;7.0;75;5.23;23.0;MODERATE;4.0
156476;False;Brasileira;2.0;80;2.15;13.9;CHEAPEST;4.0
156478;False;Pizza;0.0;50;2.37;3.0;CHEAP;4.0
156479;False;Marmita;2.0;60;2.66;10.0;CHEAPEST;4.0
156481;False;Lanches;3.0;60;1.2;0.0;CHEAPEST;0.0
156482;False;Argentina;0.0;45;2.31;0.0;CHEAPEST;0.0
156483;False;Lanches;2.99;37;0.3;20.0;CHEAPEST;0.0
156484;False;Hambúrguer;0.0;35;0.55;9.0;CHEAPEST;5.0
156485;False;Doces & Bolos;0.0;35;0.92;15.0;CHEAPEST;0.0
156486;False;Bebidas;7.0;70;4.03;20.0;CHEAPEST;0.0
156487;False;Brasileira;0.0;40;0.39;10.0;CHEAPEST;0.0
156488;False;Marmita;5.0;40;2.35;15.0;CHEAPEST;0.0
156489;False;Lanches;5.0;65;4.65;10.0;CHEAPEST;0.0
156490;False;Lanches;0.0;40;1.34;10.0;CHEAP;0.0
156491;False;Sorvetes;3.0;35;0.3;25.0;CHEAPEST;0.0
156492;False;Marmita;5.0;50;2.5;0.0;CHEAPEST;0.0
156493;False;Brasileira;0.0;40;0.77;10.0;CHEAPEST;0.0
156494;False;Açaí;0.0;60;1.78;10.0;CHEAPEST;0.0
156496;False;Lanches;7.0;50;3.73;10.0;CHEAPEST;0.0
156497;False;Saudável;7.49;50;3.86;10.0;CHEAPEST;0.0
156498;False;Lanches;11.49;59;5.08;20.0;CHEAPEST;0.0
156499;False;Açaí;5.0;60;4.86;15.0;CHEAPEST;0.0
156500;False;Brasileira;8.49;54;4.34;20.0;CHEAPEST;0.0
156501;False;Lanches;2.0;45;3.57;18.0;CHEAPEST;0.0
156502;False;Brasileira;4.0;60;7.24;12.0;CHEAP;0.0
156503;False;Açaí;4.49;29;1.36;10.0;CHEAPEST;0.0
156504;False;Brasileira;0.0;60;1.42;10.0;CHEAPEST;0.0
156505;False;Brasileira;9.49;49;3.86;20.0;MODERATE;0.0
156506;False;Marmita;14.49;65;6.64;10.0;CHEAPEST;0.0
156507;False;Açaí;0.0;35;2.12;0.0;CHEAPEST;0.0
156508;False;Brasileira;12.49;60;5.64;20.0;CHEAPEST;0.0
156509;False;Lanches;9.49;55;4.06;20.0;CHEAPEST;0.0
156510;False;Lanches;8.49;45;3.43;20.0;CHEAPEST;0.0
156511;False;Doces & Bolos;13.49;30;6.18;10.0;CHEAPEST;0.0
156512;False;Brasileira;7.0;80;4.31;15.0;CHEAPEST;0.0
156513;False;Açaí;0.0;45;3.5;18.0;CHEAPEST;0.0
156514;False;Italiana;8.99;60;7.97;25.0;CHEAPEST;0.0
156515;False;Açaí;2.0;70;4.05;10.0;CHEAPEST;0.0
156516;False;Lanches;10.49;33;4.61;20.0;CHEAP;0.0
156517;False;Açaí;5.0;80;5.7;0.0;CHEAPEST;0.0
156518;False;Lanches;0.99;70;4.2;15.0;CHEAPEST;0.0
156519;False;Lanches;2.0;50;2.49;10.0;CHEAPEST;0.0
156520;False;Mexicana;6.49;29;1.65;20.0;MODERATE;0.0
156521;False;Lanches;0.0;50;2.42;15.0;CHEAPEST;0.0
156522;False;Lanches;6.0;50;2.17;10.0;CHEAPEST;0.0
156523;False;Açaí;2.0;35;2.18;10.0;CHEAPEST;0.0
156524;False;Carnes;6.49;33;1.95;20.0;MOST_EXPENSIVE;0.0
156525;False;Brasileira;10.49;57;4.94;20.0;CHEAPEST;0.0
156526;False;Açaí;0.0;35;1.25;7.9;CHEAPEST;0.0
156527;False;Lanches;8.49;45;3.14;10.0;CHEAPEST;0.0
156528;False;Doces & Bolos;0.0;35;0.99;12.0;CHEAPEST;0.0
156529;False;Lanches;7.49;45;3.16;20.0;CHEAPEST;0.0
156530;False;Lanches;2.0;40;3.04;10.0;CHEAPEST;0.0
156531;False;Saudável;0.0;45;1.35;10.0;CHEAPEST;0.0
156532;False;Açaí;1.0;20;1.28;0.0;CHEAPEST;0.0
156533;False;Açaí;3.0;60;3.82;15.0;CHEAPEST;0.0
156534;False;Açaí;4.0;60;3.17;10.0;CHEAPEST;0.0
156535;False;Brasileira;9.0;80;6.13;15.0;CHEAP;0.0
156536;False;Salgados;3.99;39;2.9;20.0;CHEAPEST;0.0
156537;False;Brasileira;6.99;31;1.03;20.0;CHEAPEST;0.0
156538;False;Marmita;3.99;32;1.12;10.0;CHEAP;0.0
156539;False;Italiana;3.99;30;1.84;20.0;CHEAP;0.0
156540;False;Hambúrguer;11.99;58;5.19;20.0;CHEAP;0.0
156541;False;Açaí;6.0;50;5.07;10.0;CHEAPEST;0.0
156542;False;Brasileira;4.49;36;1.99;20.0;CHEAPEST;0.0
156543;False;Vegana;4.0;40;2.69;9.0;CHEAP;0.0
156544;False;Pizza;0.0;60;6.85;15.0;MODERATE;0.0
156545;False;Mineira;3.99;28;1.84;20.0;CHEAPEST;0.0
156546;False;Lanches;10.0;60;5.83;15.0;CHEAPEST;0.0
156547;False;Açaí;1.99;55;2.74;0.0;CHEAPEST;0.0
156548;False;Açaí;3.0;60;3.69;10.0;CHEAPEST;0.0
156549;False;Lanches;14.99;52;5.85;10.0;CHEAPEST;0.0
156550;False;Açaí;3.99;39;2.66;10.0;CHEAPEST;0.0
156551;False;Doces & Bolos;3.0;60;1.22;35.0;CHEAPEST;0.0
156552;False;Doces & Bolos;3.99;27;0.42;10.0;CHEAPEST;0.0
156553;False;Brasileira;0.0;60;2.64;30.0;CHEAP;0.0
156554;False;Açaí;2.0;30;4.2;10.0;CHEAPEST;0.0
156555;False;Salgados;7.49;45;2.69;20.0;MODERATE;0.0
156556;False;Marmita;4.99;30;3.48;20.0;CHEAPEST;0.0
156557;False;Lanches;2.0;50;3.07;0.01;CHEAPEST;0.0
156558;False;Açaí;0.0;50;2.35;10.0;CHEAPEST;0.0
156559;False;Brasileira;12.49;57;4.81;20.0;MODERATE;0.0
156560;False;Lanches;5.49;34;2.49;20.0;CHEAP;0.0
156561;False;Lanches;2.0;40;1.16;7.0;CHEAPEST;0.0
156562;False;Doces & Bolos;6.49;46;3.48;10.0;CHEAP;0.0
156563;False;Doces & Bolos;3.99;38;2.68;10.0;CHEAPEST;0.0
156564;False;Açaí;0.0;50;0.72;13.0;CHEAPEST;0.0
156565;False;Marmita;3.99;38;2.33;10.0;CHEAPEST;0.0
156566;False;Japonesa;0.0;60;2.06;25.0;MODERATE;0.0
156567;False;Lanches;2.0;60;3.11;10.0;CHEAPEST;0.0
156568;False;Lanches;0.0;50;2.82;20.0;CHEAPEST;0.0
156569;False;Lanches;5.0;60;5.43;9.99;CHEAPEST;0.0
156570;False;Lanches;5.0;60;3.76;12.0;CHEAP;0.0
156571;False;Frangos;0.0;40;1.94;10.0;CHEAP;0.0
156572;False;Bebidas;7.49;23;2.33;10.0;EXPENSIVE;0.0
156573;False;Açaí;7.49;45;3.6;10.0;CHEAPEST;0.0
156574;False;Açaí;3.0;50;2.81;12.0;CHEAPEST;0.0
156575;False;Pizza;0.0;50;2.15;15.0;CHEAP;0.0
156576;False;Lanches;0.0;60;1.93;0.0;CHEAPEST;0.0
156577;False;Chinesa;9.0;80;6.13;12.0;CHEAPEST;0.0
156578;False;Bebidas;10.0;70;4.14;20.0;CHEAPEST;0.0
156579;False;Lanches;3.0;60;3.15;6.0;CHEAPEST;0.0
156580;False;Lanches;9.49;27;3.94;20.0;CHEAPEST;0.0
156581;False;Carnes;5.99;23;0.77;20.0;CHEAPEST;0.0
156582;False;Brasileira;2.99;35;0.91;20.0;CHEAPEST;0.0
156583;False;Brasileira;6.49;35;2.07;20.0;CHEAP;0.0
156584;False;Açaí;4.99;44;3.06;10.0;CHEAPEST;0.0
156585;False;Lanches;4.99;35;3.51;20.0;CHEAPEST;0.0
156586;False;Açaí;9.0;80;5.59;0.0;CHEAPEST;0.0
156587;False;Bebidas;9.49;27;3.72;10.0;EXPENSIVE;0.0
156588;False;Lanches;14.49;61;5.84;20.0;MODERATE;0.0
156589;False;Lanches;3.0;35;2.69;10.0;CHEAPEST;0.0
156590;False;Carnes;6.99;35;0.51;20.0;EXPENSIVE;0.0
156591;False;Lanches;0.0;30;0.08;12.0;CHEAPEST;0.0
156592;False;Brasileira;0.0;70;4.11;0.0;CHEAPEST;0.0
156593;False;Açaí;2.0;40;1.29;10.0;CHEAPEST;0.0
156594;False;Marmita;3.99;32;1.85;10.0;CHEAPEST;0.0
156595;False;Brasileira;0.0;45;2.34;20.0;MODERATE;0.0
156596;False;Açaí;0.0;40;1.12;0.0;CHEAPEST;0.0
156597;False;Açaí;2.0;65;4.39;9.0;CHEAPEST;0.0
156598;False;Lanches;12.99;63;5.17;20.0;MODERATE;0.0
156599;False;Lanches;3.99;30;1.27;20.0;CHEAP;0.0
156600;False;Açaí;4.99;43;3.25;10.0;CHEAPEST;0.0
156601;False;Carnes;11.49;56;4.61;20.0;CHEAPEST;0.0
156602;False;Açaí;0.0;30;1.84;15.0;CHEAPEST;0.0
156603;False;Frangos;0.0;40;1.53;16.0;CHEAPEST;0.0
156604;False;Lanches;0.0;35;1.43;15.0;CHEAPEST;0.0
156605;False;Lanches;4.99;50;2.47;25.0;MODERATE;0.0
